Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I64,1e-07,1e-07,1e-07,0.25,0.75
I2.1,1e-07,1e-07,1e-07,0.9375,0.0625
I1.2,1e-07,1e-07,1e-07,0.96875,0.03125
I1.3,1e-07,1e-07,1e-07,0.998046875,0.001953125
I1.4,1e-07,1e-07,1e-07,0.9998779296875,0.0001220703125
I1.5,1e-07,1e-07,1e-07,0.9999923706054688,7.62939453125e-06
I458,1e-07,1e-07,1e-07,3.814697265625e-06,0.9999961853027344
I399.1,1e-07,1e-07,1e-07,0.9999961853027344,3.814697265625e-06
I399.3,1e-07,1e-07,1e-07,0.5000019073486328,0.4999980926513672
I399.4,1e-07,1e-07,1e-07,0.9999980926513672,1.9073486328125e-06
11515,1e-07,1e-07,1e-07,0.4999990463293216,0.5000009536706784
I1002,1e-07,1e-07,1e-07,0.5,0.5
I105.2,1e-07,1e-07,1e-07,0.5,0.5
I1078,1e-07,1e-07,1e-07,0.5,0.5
I1079,1e-07,1e-07,1e-07,0.5,0.5
I1087.2,1e-07,1e-07,1e-07,0.75,0.25
I1102,1e-07,1e-07,1e-07,0.5,0.5
I1103,1e-07,1e-07,1e-07,0.5,0.5
I1126,1e-07,1e-07,1e-07,0.5,0.5
I1127,1e-07,1e-07,1e-07,0.5,0.5
I1150,1e-07,1e-07,1e-07,0.5,0.5
I1151,1e-07,1e-07,1e-07,0.5,0.5
I1174,1e-07,1e-07,1e-07,0.5,0.5
I1175,1e-07,1e-07,1e-07,0.5,0.5
I1198,1e-07,1e-07,1e-07,0.5,0.5
I1199,1e-07,1e-07,1e-07,0.5,0.5
I1222,1e-07,1e-07,1e-07,0.5,0.5
I1223,1e-07,1e-07,1e-07,0.5,0.5
I1246,1e-07,1e-07,1e-07,0.5,0.5
I1247,1e-07,1e-07,1e-07,0.5,0.5
I146,1e-07,1e-07,1e-07,0.03125,0.96875
I164,1e-07,1e-07,1e-07,0.015625,0.984375
I105.1,1e-07,1e-07,1e-07,0.984375,0.015625
I105.3,1e-07,1e-07,1e-07,0.5078125,0.4921875
I105.4,1e-07,1e-07,1e-07,0.9921875,0.0078125
I167,1e-07,1e-07,1e-07,0.9921875,0.0078125
I166,1e-07,1e-07,1e-07,0.0078125,0.9921875
I168.1,1e-07,1e-07,1e-07,0.001953125,0.998046875
I171.1,1e-07,1e-07,1e-07,0.0078125,0.9921875
I171.2,1e-07,1e-07,1e-07,0.5,0.5
I171.3,1e-07,1e-07,1e-07,0.99609375,0.00390625
I171.4,1e-07,1e-07,1e-07,0.50390625,0.49609375
I186.1,1e-07,1e-07,1e-07,0.5,0.5
I186.2,1e-07,1e-07,1e-07,0.03125,0.96875
I186.3,1e-07,1e-07,1e-07,0.515625,0.484375
I186.4,1e-07,1e-07,1e-07,0.984375,0.015625
I193.1,1e-07,1e-07,1e-07,0.00390625,0.99609375
I160,1e-07,1e-07,1e-07,0.498046875,0.501953125
I203.2,1e-07,1e-07,1e-07,0.5,0.5
I244,1e-07,1e-07,1e-07,0.001953125,0.998046875
I262,1e-07,1e-07,1e-07,0.0009765625,0.9990234375
I203.1,1e-07,1e-07,1e-07,0.9990234375,0.0009765625
I203.3,1e-07,1e-07,1e-07,0.50048828125,0.49951171875
I203.4,1e-07,1e-07,1e-07,0.99951171875,0.00048828125
I265,1e-07,1e-07,1e-07,0.99951171875,0.00048828125
I264,1e-07,1e-07,1e-07,0.00048828125,0.99951171875
I266.1,1e-07,1e-07,1e-07,0.0001220703125,0.9998779296875
I269.1,1e-07,1e-07,1e-07,0.00048828125,0.99951171875
I269.2,1e-07,1e-07,1e-07,0.5,0.5
I269.3,1e-07,1e-07,1e-07,0.999755859375,0.000244140625
I269.4,1e-07,1e-07,1e-07,0.500244140625,0.499755859375
I284.1,1e-07,1e-07,1e-07,0.5,0.5
I284.2,1e-07,1e-07,1e-07,0.001953125,0.998046875
I284.3,1e-07,1e-07,1e-07,0.5009765625,0.4990234375
I284.4,1e-07,1e-07,1e-07,0.9990234375,0.0009765625
I291.1,1e-07,1e-07,1e-07,0.000244140625,0.999755859375
I258,1e-07,1e-07,1e-07,0.4998779296875,0.5001220703125
I301.2,1e-07,1e-07,1e-07,0.5,0.5
I342,1e-07,1e-07,1e-07,0.0001220703125,0.9998779296875
I360,1e-07,1e-07,1e-07,6.103515625e-05,0.99993896484375
I301.1,1e-07,1e-07,1e-07,0.99993896484375,6.103515625e-05
I301.3,1e-07,1e-07,1e-07,0.500030517578125,0.499969482421875
I301.4,1e-07,1e-07,1e-07,0.999969482421875,3.0517578125e-05
I363,1e-07,1e-07,1e-07,0.999969482421875,3.0517578125e-05
I362,1e-07,1e-07,1e-07,3.0517578125e-05,0.999969482421875
I364.1,1e-07,1e-07,1e-07,7.62939453125e-06,0.9999923706054688
I367.1,1e-07,1e-07,1e-07,3.0517578125e-05,0.999969482421875
I367.2,1e-07,1e-07,1e-07,0.5,0.5
I367.3,1e-07,1e-07,1e-07,0.9999847412109375,1.52587890625e-05
I367.4,1e-07,1e-07,1e-07,0.5000152587890625,0.4999847412109375
I382.1,1e-07,1e-07,1e-07,0.5,0.5
I382.2,1e-07,1e-07,1e-07,0.0001220703125,0.9998779296875
I382.3,1e-07,1e-07,1e-07,0.50006103515625,0.49993896484375
I382.4,1e-07,1e-07,1e-07,0.99993896484375,6.103515625e-05
I389.1,1e-07,1e-07,1e-07,1.52587890625e-05,0.9999847412109375
I356,1e-07,1e-07,1e-07,0.49999237060546875,0.5000076293945312
I440,1e-07,1e-07,1e-07,7.62939453125e-06,0.9999923706054688
I441,1e-07,1e-07,1e-07,0.5,0.5
I442,1e-07,1e-07,1e-07,0.5,0.5
I456,1e-07,1e-07,1e-07,0.25,0.75
I2.5,1e-07,1e-07,1e-07,0.9375,0.0625
I1.6,1e-07,1e-07,1e-07,0.9999995231628418,4.76837158203125e-07
I461,1e-07,1e-07,1e-07,0.9999980926513672,1.9073486328125e-06
I460,1e-07,1e-07,1e-07,1.9073486328125e-06,0.9999980926513672
I462.1,1e-07,1e-07,1e-07,4.76837158203125e-07,0.9999995231628418
I465.1,1e-07,1e-07,1e-07,1.9073486328125e-06,0.9999980926513672
I465.2,1e-07,1e-07,1e-07,0.5,0.5
I465.3,1e-07,1e-07,1e-07,0.9999990463256836,9.5367431640625e-07
I465.4,1e-07,1e-07,1e-07,0.5000009536743164,0.4999990463256836
I48,1e-07,1e-07,1e-07,0.5,0.5
I480.1,1e-07,1e-07,1e-07,0.5,0.5
I480.2,1e-07,1e-07,1e-07,7.62939453125e-06,0.9999923706054688
I480.3,1e-07,1e-07,1e-07,0.5000038146972656,0.4999961853027344
I480.4,1e-07,1e-07,1e-07,0.9999961853027344,3.814697265625e-06
I487.1,1e-07,1e-07,1e-07,9.5367431640625e-07,0.9999990463256836
I454,1e-07,1e-07,1e-07,0.4999995231628418,0.5000004768371582
I497.2,1e-07,1e-07,1e-07,0.5,0.5
I538,1e-07,1e-07,1e-07,4.76837158203125e-07,0.9999995231628418
I539,1e-07,1e-07,1e-07,0.5,0.5
I540,1e-07,1e-07,1e-07,0.5,0.5
I554,1e-07,1e-07,1e-07,0.25,0.75
I2.6,1e-07,1e-07,1e-07,0.9375,0.0625
I1.7,1e-07,1e-07,1e-07,0.9999999701976776,1e-07
I556,1e-07,1e-07,1e-07,2.384185791015625e-07,0.9999997615814209
I497.1,1e-07,1e-07,1e-07,0.9999997615814209,2.384185791015625e-07
I497.3,1e-07,1e-07,1e-07,0.5000001192092896,0.49999988079071045
I497.4,1e-07,1e-07,1e-07,0.9999998807907104,1.1920928955078125e-07
I559,1e-07,1e-07,1e-07,0.9999998807907104,1.1920928955078125e-07
I558,1e-07,1e-07,1e-07,1.1920928955078125e-07,0.9999998807907104
I560.1,1e-07,1e-07,1e-07,1e-07,0.9999999701976776
I563.1,1e-07,1e-07,1e-07,1.1920928955078125e-07,0.9999998807907104
I563.2,1e-07,1e-07,1e-07,0.5,0.5
I563.3,1e-07,1e-07,1e-07,0.9999999403953552,1e-07
I563.4,1e-07,1e-07,1e-07,0.5000000596046448,0.4999999403953552
I578.1,1e-07,1e-07,1e-07,0.5,0.5
I578.2,1e-07,1e-07,1e-07,4.76837158203125e-07,0.9999995231628418
I578.3,1e-07,1e-07,1e-07,0.5000002384185791,0.4999997615814209
I578.4,1e-07,1e-07,1e-07,0.9999997615814209,2.384185791015625e-07
I585.1,1e-07,1e-07,1e-07,1e-07,0.9999999403953552
I552,1e-07,1e-07,1e-07,0.4999999701976776,0.5000000298023224
I595.2,1e-07,1e-07,1e-07,0.5,0.5
I636,1e-07,1e-07,1e-07,1e-07,0.9999999701976776
I637,1e-07,1e-07,1e-07,0.5,0.5
I638,1e-07,1e-07,1e-07,0.5,0.5
I652,1e-07,1e-07,1e-07,0.25,0.75
I2.7,1e-07,1e-07,1e-07,0.9375,0.0625
I1.8,1e-07,1e-07,1e-07,0.9999999981373549,1e-07
I654,1e-07,1e-07,1e-07,1e-07,0.9999999850988388
I595.1,1e-07,1e-07,1e-07,0.9999999850988388,1e-07
I595.3,1e-07,1e-07,1e-07,0.5000000074505806,0.4999999925494194
I595.4,1e-07,1e-07,1e-07,0.9999999925494194,1e-07
I657,1e-07,1e-07,1e-07,0.9999999925494194,1e-07
I656,1e-07,1e-07,1e-07,1e-07,0.9999999925494194
I658.1,1e-07,1e-07,1e-07,1e-07,0.9999999981373549
I66,1e-07,1e-07,1e-07,0.25,0.75
I661.1,1e-07,1e-07,1e-07,1e-07,0.9999999925494194
I661.2,1e-07,1e-07,1e-07,0.5,0.5
I661.3,1e-07,1e-07,1e-07,0.9999999962747097,1e-07
I661.4,1e-07,1e-07,1e-07,0.5000000037252903,0.4999999962747097
I676.1,1e-07,1e-07,1e-07,0.5,0.5
I676.2,1e-07,1e-07,1e-07,1e-07,0.9999999701976776
I676.3,1e-07,1e-07,1e-07,0.5000000149011612,0.4999999850988388
I676.4,1e-07,1e-07,1e-07,0.9999999850988388,1e-07
I683.1,1e-07,1e-07,1e-07,1e-07,0.9999999962747097
I650,1e-07,1e-07,1e-07,0.49999999813735485,0.5000000018626451
I69,1e-07,1e-07,1e-07,0.875,0.125
I68,1e-07,1e-07,1e-07,0.125,0.875
I7.1,1e-07,1e-07,1e-07,0.75,0.25
I7.2,1e-07,1e-07,1e-07,0.5,0.5
I7.3,1e-07,1e-07,1e-07,0.625,0.375
I7.4,1e-07,1e-07,1e-07,0.875,0.125
I70.1,1e-07,1e-07,1e-07,0.03125,0.96875
I73.1,1e-07,1e-07,1e-07,0.125,0.875
I73.2,1e-07,1e-07,1e-07,0.5,0.5
I73.3,1e-07,1e-07,1e-07,0.9375,0.0625
I73.4,1e-07,1e-07,1e-07,0.5625,0.4375
I770.2,1e-07,1e-07,1e-07,1e-07,0.9999999981373549
I800.7,1e-07,1e-07,1e-07,0.875,0.125
I803.7,1e-07,1e-07,1e-07,0.9375,0.0625
I804.7,1e-07,1e-07,1e-07,0.9999999962747097,1e-07
I806,1e-07,1e-07,1e-07,0.5,0.5
I807,1e-07,1e-07,1e-07,0.5,0.5
I808,1e-07,1e-07,1e-07,0.5,0.5
I809,1e-07,1e-07,1e-07,0.5,0.5
I810,1e-07,1e-07,1e-07,0.5,0.5
I818,1e-07,1e-07,1e-07,0.25,0.75
I819,1e-07,1e-07,1e-07,0.75,0.25
I816,1e-07,1e-07,1e-07,0.125,0.875
I834,1e-07,1e-07,1e-07,0.5,0.5
I835,1e-07,1e-07,1e-07,0.5,0.5
I799.2,1e-07,1e-07,1e-07,0.75,0.25
I836,1e-07,1e-07,1e-07,0.5,0.5
I837,1e-07,1e-07,1e-07,0.5,0.5
I838,1e-07,1e-07,1e-07,0.5,0.5
I846,1e-07,1e-07,1e-07,0.25,0.75
I800.2,1e-07,1e-07,1e-07,0.875,0.125
I847,1e-07,1e-07,1e-07,0.75,0.25
I844,1e-07,1e-07,1e-07,0.125,0.875
I801.2,1e-07,1e-07,1e-07,0.9375,0.0625
I802.2,1e-07,1e-07,1e-07,0.96875,0.03125
I862,1e-07,1e-07,1e-07,0.5,0.5
I863,1e-07,1e-07,1e-07,0.5,0.5
I799.3,1e-07,1e-07,1e-07,0.75,0.25
I864,1e-07,1e-07,1e-07,0.5,0.5
I865,1e-07,1e-07,1e-07,0.5,0.5
I866,1e-07,1e-07,1e-07,0.5,0.5
I874,1e-07,1e-07,1e-07,0.25,0.75
I800.3,1e-07,1e-07,1e-07,0.875,0.125
I875,1e-07,1e-07,1e-07,0.75,0.25
I872,1e-07,1e-07,1e-07,0.125,0.875
I801.3,1e-07,1e-07,1e-07,0.9375,0.0625
I802.3,1e-07,1e-07,1e-07,0.96875,0.03125
I88.1,1e-07,1e-07,1e-07,0.5,0.5
I88.2,1e-07,1e-07,1e-07,0.5,0.5
I88.3,1e-07,1e-07,1e-07,0.75,0.25
I88.4,1e-07,1e-07,1e-07,0.75,0.25
I890,1e-07,1e-07,1e-07,0.5,0.5
I891,1e-07,1e-07,1e-07,0.5,0.5
I799.4,1e-07,1e-07,1e-07,0.75,0.25
I892,1e-07,1e-07,1e-07,0.5,0.5
I893,1e-07,1e-07,1e-07,0.5,0.5
I894,1e-07,1e-07,1e-07,0.5,0.5
I902,1e-07,1e-07,1e-07,0.25,0.75
I800.4,1e-07,1e-07,1e-07,0.875,0.125
I903,1e-07,1e-07,1e-07,0.75,0.25
I900,1e-07,1e-07,1e-07,0.125,0.875
I801.4,1e-07,1e-07,1e-07,0.9375,0.0625
I802.4,1e-07,1e-07,1e-07,0.96875,0.03125
I918,1e-07,1e-07,1e-07,0.5,0.5
I919,1e-07,1e-07,1e-07,0.5,0.5
I799.5,1e-07,1e-07,1e-07,0.75,0.25
I920,1e-07,1e-07,1e-07,0.5,0.5
I921,1e-07,1e-07,1e-07,0.5,0.5
I922,1e-07,1e-07,1e-07,0.5,0.5
I930,1e-07,1e-07,1e-07,0.25,0.75
I800.5,1e-07,1e-07,1e-07,0.875,0.125
I931,1e-07,1e-07,1e-07,0.75,0.25
I928,1e-07,1e-07,1e-07,0.125,0.875
I801.5,1e-07,1e-07,1e-07,0.9375,0.0625
I802.5,1e-07,1e-07,1e-07,0.96875,0.03125
I946,1e-07,1e-07,1e-07,0.5,0.5
I947,1e-07,1e-07,1e-07,0.5,0.5
I799.6,1e-07,1e-07,1e-07,0.75,0.25
I948,1e-07,1e-07,1e-07,0.5,0.5
I949,1e-07,1e-07,1e-07,0.5,0.5
I95.1,1e-07,1e-07,1e-07,0.0625,0.9375
I62,1e-07,1e-07,1e-07,0.46875,0.53125
I950,1e-07,1e-07,1e-07,0.5,0.5
I958,1e-07,1e-07,1e-07,0.25,0.75
I800.6,1e-07,1e-07,1e-07,0.875,0.125
I959,1e-07,1e-07,1e-07,0.75,0.25
I956,1e-07,1e-07,1e-07,0.125,0.875
I801.6,1e-07,1e-07,1e-07,0.9375,0.0625
I802.6,1e-07,1e-07,1e-07,0.96875,0.03125
I974,1e-07,1e-07,1e-07,0.5,0.5
I799.7,1e-07,1e-07,1e-07,0.75,0.25
I977,1e-07,1e-07,1e-07,0.5,0.5
I801.7,1e-07,1e-07,1e-07,0.9375,0.0625
P.1,1e-07,1e-07,1e-07,0.75,0.25
I1087.1,1e-07,1e-07,1e-07,0.875,0.125
I1082,1e-07,1e-07,1e-07,0.34375,0.65625
P.10,1e-07,1e-07,1e-07,0.99951171875,0.00048828125
I1122,1e-07,1e-07,1e-07,0.00048828125,0.99951171875
I1131.2,1e-07,1e-07,1e-07,0.000244140625,0.999755859375
P.11,1e-07,1e-07,1e-07,0.999755859375,0.000244140625
I1123,1e-07,1e-07,1e-07,0.000244140625,0.999755859375
I1131.1,1e-07,1e-07,1e-07,0.0001220703125,0.9998779296875
P.12,1e-07,1e-07,1e-07,0.9998779296875,0.0001220703125
I1159.2,1e-07,1e-07,1e-07,0.99993896484375,6.103515625e-05
P.13,1e-07,1e-07,1e-07,0.99993896484375,6.103515625e-05
I1159.1,1e-07,1e-07,1e-07,0.999969482421875,3.0517578125e-05
I1154,1e-07,1e-07,1e-07,9.155087172985077e-05,0.9999084491282701
P.14,1e-07,1e-07,1e-07,0.999969482421875,3.0517578125e-05
I1146,1e-07,1e-07,1e-07,3.0517578125e-05,0.999969482421875
I1155.2,1e-07,1e-07,1e-07,1.52587890625e-05,0.9999847412109375
P.15,1e-07,1e-07,1e-07,0.9999847412109375,1.52587890625e-05
I1147,1e-07,1e-07,1e-07,1.52587890625e-05,0.9999847412109375
I1155.1,1e-07,1e-07,1e-07,7.62939453125e-06,0.9999923706054688
I1061.4,1e-07,1e-07,1e-07,0.9998855631565142,0.00011443684348577676
P.16,1e-07,1e-07,1e-07,0.9999923706054688,7.62939453125e-06
I1183.2,1e-07,1e-07,1e-07,0.9999961853027344,3.814697265625e-06
P.17,1e-07,1e-07,1e-07,0.9999961853027344,3.814697265625e-06
I1183.1,1e-07,1e-07,1e-07,0.9999980926513672,1.9073486328125e-06
I1178,1e-07,1e-07,1e-07,5.722038622479886e-06,0.9999942779613775
P.18,1e-07,1e-07,1e-07,0.9999980926513672,1.9073486328125e-06
I1170,1e-07,1e-07,1e-07,1.9073486328125e-06,0.9999980926513672
I1179.2,1e-07,1e-07,1e-07,9.5367431640625e-07,0.9999990463256836
P.19,1e-07,1e-07,1e-07,0.9999990463256836,9.5367431640625e-07
I1171,1e-07,1e-07,1e-07,9.5367431640625e-07,0.9999990463256836
I1179.1,1e-07,1e-07,1e-07,4.76837158203125e-07,0.9999995231628418
I1061.5,1e-07,1e-07,1e-07,0.9999928474585431,7.152541456889594e-06
P.2,1e-07,1e-07,1e-07,0.875,0.125
I1074,1e-07,1e-07,1e-07,0.125,0.875
I1083.2,1e-07,1e-07,1e-07,0.0625,0.9375
P.20,1e-07,1e-07,1e-07,0.9999995231628418,4.76837158203125e-07
I1207.2,1e-07,1e-07,1e-07,0.9999997615814209,2.384185791015625e-07
P.21,1e-07,1e-07,1e-07,0.9999997615814209,2.384185791015625e-07
I1207.1,1e-07,1e-07,1e-07,0.9999998807907104,1.1920928955078125e-07
I1202,1e-07,1e-07,1e-07,3.576278402306343e-07,0.9999996423721598
P.22,1e-07,1e-07,1e-07,0.9999998807907104,1.1920928955078125e-07
I1194,1e-07,1e-07,1e-07,1.1920928955078125e-07,0.9999998807907104
I1203.2,1e-07,1e-07,1e-07,1e-07,0.9999999403953552
P.23,1e-07,1e-07,1e-07,0.9999999403953552,1e-07
I1195,1e-07,1e-07,1e-07,1e-07,0.9999999403953552
I1203.1,1e-07,1e-07,1e-07,1e-07,0.9999999701976776
I1061.6,1e-07,1e-07,1e-07,0.9999995529652264,4.470347736429403e-07
P.24,1e-07,1e-07,1e-07,0.9999999701976776,1e-07
I1231.2,1e-07,1e-07,1e-07,0.9999999850988388,1e-07
P.25,1e-07,1e-07,1e-07,0.9999999850988388,1e-07
I1231.1,1e-07,1e-07,1e-07,0.9999999925494194,1e-07
I1226,1e-07,1e-07,1e-07,1e-07,0.9999999776482583
P.26,1e-07,1e-07,1e-07,0.9999999925494194,1e-07
I1218,1e-07,1e-07,1e-07,1e-07,0.9999999925494194
I1227.2,1e-07,1e-07,1e-07,1e-07,0.9999999962747097
P.27,1e-07,1e-07,1e-07,0.9999999962747097,1e-07
I1219,1e-07,1e-07,1e-07,1e-07,0.9999999962747097
I1227.1,1e-07,1e-07,1e-07,1e-07,0.9999999981373549
I1061.7,1e-07,1e-07,1e-07,0.999999972060323,1e-07
P.3,1e-07,1e-07,1e-07,0.9375,0.0625
I1075,1e-07,1e-07,1e-07,0.0625,0.9375
I1083.1,1e-07,1e-07,1e-07,0.03125,0.96875
I1061.1,1e-07,1e-07,1e-07,0.59600830078125,0.40399169921875
P.4,1e-07,1e-07,1e-07,0.96875,0.03125
I1111.2,1e-07,1e-07,1e-07,0.984375,0.015625
P.5,1e-07,1e-07,1e-07,0.984375,0.015625
I1111.1,1e-07,1e-07,1e-07,0.9921875,0.0078125
I1106,1e-07,1e-07,1e-07,0.0233154296875,0.9766845703125
P.6,1e-07,1e-07,1e-07,0.9921875,0.0078125
I1098,1e-07,1e-07,1e-07,0.0078125,0.9921875
I1107.2,1e-07,1e-07,1e-07,0.00390625,0.99609375
P.7,1e-07,1e-07,1e-07,0.99609375,0.00390625
I1099,1e-07,1e-07,1e-07,0.00390625,0.99609375
I1107.1,1e-07,1e-07,1e-07,0.001953125,0.998046875
I1061.2,1e-07,1e-07,1e-07,0.9709692606702447,0.029030739329755306
I1062.2,1e-07,1e-07,1e-07,0.5787057391628991,0.42129426083710086
P.8,1e-07,1e-07,1e-07,0.998046875,0.001953125
I1135.2,1e-07,1e-07,1e-07,0.9990234375,0.0009765625
P.9,1e-07,1e-07,1e-07,0.9990234375,0.0009765625
I1135.1,1e-07,1e-07,1e-07,0.99951171875,0.00048828125
I1130,1e-07,1e-07,1e-07,0.0014643669128417969,0.9985356330871582
I1061.3,1e-07,1e-07,1e-07,0.998169988175519,0.0018300118244809482
I1062.3,1e-07,1e-07,1e-07,0.577646700817336,0.42235329918266395
I1062.4,1e-07,1e-07,1e-07,0.5775805967522445,0.4224194032477555
I1062.5,1e-07,1e-07,1e-07,0.5775764655830815,0.4224235344169185
I1062.6,1e-07,1e-07,1e-07,0.577576207386317,0.422423792613683
I1062.7,1e-07,1e-07,1e-07,0.5775761912490243,0.42242380875097574
I701,1e-07,1e-07,1e-07,0.5000000004656613,0.4999999995343387
I1003,1e-07,1e-07,1e-07,0.5,0.5
I1013,1e-07,1e-07,1e-07,0.25,0.75
I1014,1e-07,1e-07,1e-07,0.75,0.25
I751,1e-07,1e-07,1e-07,1e-07,0.9999999990686774
I693.1,1e-07,1e-07,1e-07,0.9999999990686774,1e-07
I752,1e-07,1e-07,1e-07,0.9999999990686774,1e-07
I770.1,1e-07,1e-07,1e-07,0.5,0.5
I770.3,1e-07,1e-07,1e-07,0.5000000009313226,0.4999999990686774
I770.4,1e-07,1e-07,1e-07,0.9999999990686774,1e-07
I799.8,1e-07,1e-07,1e-07,0.75,0.25
P.29,1e-07,1e-07,1e-07,0.9999999990686774,1e-07
I1255.1,1e-07,1e-07,1e-07,0.9999999995343387,1e-07
I1250,1e-07,1e-07,1e-07,1e-07,0.9999999986030161
I700,1e-07,1e-07,1e-07,0.49999999976716936,0.5000000002328306
I1004,1e-07,1e-07,1e-07,0.5,0.5
I1011,1e-07,1e-07,1e-07,0.125,0.875
I693.2,1e-07,1e-07,1e-07,0.5,0.5
I693.3,1e-07,1e-07,1e-07,0.5000000004656613,0.4999999995343387
I693.4,1e-07,1e-07,1e-07,0.9999999995343387,1e-07
I737,1e-07,1e-07,1e-07,0.5,0.5
I753,1e-07,1e-07,1e-07,1e-07,0.9999999995343387
I779.1,1e-07,1e-07,1e-07,0.9999999995343387,1e-07
I800.8,1e-07,1e-07,1e-07,0.875,0.125
P.30,1e-07,1e-07,1e-07,0.9999999995343387,1e-07
I1242,1e-07,1e-07,1e-07,1e-07,0.9999999995343387
I1251.2,1e-07,1e-07,1e-07,1e-07,0.9999999997671694
I699,1e-07,1e-07,1e-07,0.5000000001164153,0.4999999998835847
I1005,1e-07,1e-07,1e-07,0.5,0.5
I736,1e-07,1e-07,1e-07,0.5,0.5
I750,1e-07,1e-07,1e-07,0.5000000002328306,0.49999999976716936
I749,1e-07,1e-07,1e-07,0.49999999976716936,0.5000000002328306
I758.1,1e-07,1e-07,1e-07,1e-07,0.9999999997671694
I776.1,1e-07,1e-07,1e-07,1e-07,0.9999999997671694
I801.8,1e-07,1e-07,1e-07,0.9375,0.0625
P.31,1e-07,1e-07,1e-07,0.9999999997671694,1e-07
I1243,1e-07,1e-07,1e-07,1e-07,0.9999999997671694
