Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I697,1e-07,1e-07,1e-07,0.5,0.5
I699_1,1e-07,1e-07,1e-07,0.25,0.75
I699_2,1e-07,1e-07,1e-07,0.25,0.75
I709,1e-07,1e-07,1e-07,0.5,0.5
I711_1,1e-07,1e-07,1e-07,0.25,0.75
I711_2,1e-07,1e-07,1e-07,0.25,0.75
I721,1e-07,1e-07,1e-07,0.5,0.5
I723_1,1e-07,1e-07,1e-07,0.25,0.75
I723_2,1e-07,1e-07,1e-07,0.25,0.75
muxop3_0,1e-07,1e-07,1e-07,0.5625,0.4375
I419,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_1,1e-07,1e-07,1e-07,0.5625,0.4375
I431,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_2,1e-07,1e-07,1e-07,0.5625,0.4375
I443,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_3,1e-07,1e-07,1e-07,0.5625,0.4375
I455,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_4,1e-07,1e-07,1e-07,0.5625,0.4375
I467,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_5,1e-07,1e-07,1e-07,0.5625,0.4375
I479,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_6,1e-07,1e-07,1e-07,0.5625,0.4375
I491,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_7,1e-07,1e-07,1e-07,0.5625,0.4375
I503,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_8,1e-07,1e-07,1e-07,0.5625,0.4375
I515,1e-07,1e-07,1e-07,0.4375,0.5625
muxop3_9,1e-07,1e-07,1e-07,0.5625,0.4375
I527,1e-07,1e-07,1e-07,0.4375,0.5625
sel0,1e-07,1e-07,1e-07,0.25,0.75
I818,1e-07,1e-07,1e-07,0.75,0.25
I822_1,1e-07,1e-07,1e-07,0.5625,0.4375
muxop0_0,1e-07,1e-07,1e-07,0.3828125,0.6171875
sel1,1e-07,1e-07,1e-07,0.75,0.25
I421,1e-07,1e-07,1e-07,0.25,0.75
I423_1,1e-07,1e-07,1e-07,0.328125,0.671875
I423_2,1e-07,1e-07,1e-07,0.125,0.875
I433,1e-07,1e-07,1e-07,0.25,0.75
I435_1,1e-07,1e-07,1e-07,0.328125,0.671875
I435_2,1e-07,1e-07,1e-07,0.125,0.875
I445,1e-07,1e-07,1e-07,0.25,0.75
I447_1,1e-07,1e-07,1e-07,0.328125,0.671875
I447_2,1e-07,1e-07,1e-07,0.125,0.875
I457,1e-07,1e-07,1e-07,0.25,0.75
I459_1,1e-07,1e-07,1e-07,0.328125,0.671875
I459_2,1e-07,1e-07,1e-07,0.125,0.875
I469,1e-07,1e-07,1e-07,0.25,0.75
I471_1,1e-07,1e-07,1e-07,0.328125,0.671875
I471_2,1e-07,1e-07,1e-07,0.125,0.875
I481,1e-07,1e-07,1e-07,0.25,0.75
I483_1,1e-07,1e-07,1e-07,0.328125,0.671875
I483_2,1e-07,1e-07,1e-07,0.125,0.875
I493,1e-07,1e-07,1e-07,0.25,0.75
I495_1,1e-07,1e-07,1e-07,0.328125,0.671875
I495_2,1e-07,1e-07,1e-07,0.125,0.875
I505,1e-07,1e-07,1e-07,0.25,0.75
I507_1,1e-07,1e-07,1e-07,0.328125,0.671875
I507_2,1e-07,1e-07,1e-07,0.125,0.875
I517,1e-07,1e-07,1e-07,0.25,0.75
I519_1,1e-07,1e-07,1e-07,0.328125,0.671875
I519_2,1e-07,1e-07,1e-07,0.125,0.875
I529,1e-07,1e-07,1e-07,0.25,0.75
I531_1,1e-07,1e-07,1e-07,0.328125,0.671875
I531_2,1e-07,1e-07,1e-07,0.125,0.875
muxop1_0,1e-07,1e-07,1e-07,0.587890625,0.412109375
I11,1e-07,1e-07,1e-07,0.7749481201171875,0.2250518798828125
I12,1e-07,1e-07,1e-07,0.2543487548828125,0.7456512451171875
I20_1,1e-07,1e-07,1e-07,0.38747406005859375,0.6125259399414062
I1_1,1e-07,1e-07,1e-07,0.4567307297838852,0.5432692702161148
I31,1e-07,1e-07,1e-07,0.5432692702161148,0.4567307297838852
muxop1_1,1e-07,1e-07,1e-07,0.587890625,0.412109375
I37,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I38,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I46_1,1e-07,1e-07,1e-07,0.2638092232567999,0.7361907767432001
I1_2,1e-07,1e-07,1e-07,0.6982668866326495,0.30173311336735054
I57,1e-07,1e-07,1e-07,0.30173311336735054,0.6982668866326495
muxop1_2,1e-07,1e-07,1e-07,0.587890625,0.412109375
I63,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I64,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I72_1,1e-07,1e-07,1e-07,0.14652030334171395,0.853479696658286
I1_3,1e-07,1e-07,1e-07,0.8095138236126566,0.19048617638734344
I83,1e-07,1e-07,1e-07,0.19048617638734344,0.8095138236126566
muxop1_3,1e-07,1e-07,1e-07,0.587890625,0.412109375
I89,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I90,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I98_1,1e-07,1e-07,1e-07,0.09249926875840475,0.9075007312415952
I1_4,1e-07,1e-07,1e-07,0.8607520363460931,0.1392479636539069
I109,1e-07,1e-07,1e-07,0.1392479636539069,0.8607520363460931
muxop1_4,1e-07,1e-07,1e-07,0.587890625,0.412109375
I115,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I116,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I124_1,1e-07,1e-07,1e-07,0.0676182128192434,0.9323817871807566
I1_5,1e-07,1e-07,1e-07,0.884351377733701,0.11564862226629902
I135,1e-07,1e-07,1e-07,0.11564862226629902,0.884351377733701
muxop1_5,1e-07,1e-07,1e-07,0.587890625,0.412109375
I141,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I142,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I150_1,1e-07,1e-07,1e-07,0.05615847404484098,0.943841525955159
I1_6,1e-07,1e-07,1e-07,0.8952207832851057,0.10477921671489432
I161,1e-07,1e-07,1e-07,0.10477921671489432,0.8952207832851057
muxop1_6,1e-07,1e-07,1e-07,0.587890625,0.412109375
I167,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I168,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I176_1,1e-07,1e-07,1e-07,0.05088033741355591,0.9491196625864441
I1_7,1e-07,1e-07,1e-07,0.9002270237178553,0.09977297628214465
I187,1e-07,1e-07,1e-07,0.09977297628214465,0.9002270237178553
muxop1_7,1e-07,1e-07,1e-07,0.587890625,0.412109375
I193,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I194,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I202_1,1e-07,1e-07,1e-07,0.048449328570602024,0.951550671429398
I1_8,1e-07,1e-07,1e-07,0.9025328023689481,0.09746719763105194
I213,1e-07,1e-07,1e-07,0.09746719763105194,0.9025328023689481
muxop1_8,1e-07,1e-07,1e-07,0.587890625,0.412109375
I219,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I220,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I228_1,1e-07,1e-07,1e-07,0.04732965236527398,0.952670347634726
I1_9,1e-07,1e-07,1e-07,0.9035947999416286,0.09640520005837139
I239,1e-07,1e-07,1e-07,0.09640520005837139,0.9035947999416286
muxop1_9,1e-07,1e-07,1e-07,0.587890625,0.412109375
I245,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I254_1,1e-07,1e-07,1e-07,0.046813950907251156,0.9531860490927488
11607,1e-07,1e-07,1e-07,0.9999945380671637,5.4619328363481046e-06
I246,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I1_10,1e-07,1e-07,1e-07,0.9040839357239573,0.09591606427604271
I265,1e-07,1e-07,1e-07,0.09591606427604271,0.9040839357239573
I540,1e-07,1e-07,1e-07,0.5,0.5
I541,1e-07,1e-07,1e-07,0.25,0.75
I543_2,1e-07,1e-07,1e-07,0.125,0.875
I552,1e-07,1e-07,1e-07,0.5,0.5
I553,1e-07,1e-07,1e-07,0.25,0.75
I555_2,1e-07,1e-07,1e-07,0.125,0.875
I564,1e-07,1e-07,1e-07,0.5,0.5
I565,1e-07,1e-07,1e-07,0.25,0.75
I567_2,1e-07,1e-07,1e-07,0.125,0.875
I576,1e-07,1e-07,1e-07,0.5,0.5
I577,1e-07,1e-07,1e-07,0.25,0.75
I579_2,1e-07,1e-07,1e-07,0.125,0.875
I731,1e-07,1e-07,1e-07,0.5,0.5
I732,1e-07,1e-07,1e-07,0.5,0.5
I733,1e-07,1e-07,1e-07,0.5,0.5
I735_1,1e-07,1e-07,1e-07,0.25,0.75
I735_2,1e-07,1e-07,1e-07,0.25,0.75
I743,1e-07,1e-07,1e-07,0.5,0.5
I744,1e-07,1e-07,1e-07,0.5,0.5
I745,1e-07,1e-07,1e-07,0.5,0.5
I747_1,1e-07,1e-07,1e-07,0.25,0.75
I747_2,1e-07,1e-07,1e-07,0.25,0.75
I755,1e-07,1e-07,1e-07,0.5,0.5
I756,1e-07,1e-07,1e-07,0.5,0.5
I757,1e-07,1e-07,1e-07,0.5,0.5
I759_1,1e-07,1e-07,1e-07,0.25,0.75
I759_2,1e-07,1e-07,1e-07,0.25,0.75
I767,1e-07,1e-07,1e-07,0.5,0.5
I768,1e-07,1e-07,1e-07,0.5,0.5
I769,1e-07,1e-07,1e-07,0.5,0.5
I771_1,1e-07,1e-07,1e-07,0.25,0.75
I771_2,1e-07,1e-07,1e-07,0.25,0.75
muxop0_10,1e-07,1e-07,1e-07,0.875,0.125
muxop0_11,1e-07,1e-07,1e-07,0.875,0.125
muxop0_12,1e-07,1e-07,1e-07,0.875,0.125
muxop0_13,1e-07,1e-07,1e-07,0.875,0.125
muxop3_10,1e-07,1e-07,1e-07,0.5625,0.4375
I539,1e-07,1e-07,1e-07,0.4375,0.5625
I543_1,1e-07,1e-07,1e-07,0.328125,0.671875
muxop1_10,1e-07,1e-07,1e-07,0.587890625,0.412109375
I271,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I272,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I280_1,1e-07,1e-07,1e-07,0.04657642867310763,0.9534235713268924
I1_11,1e-07,1e-07,1e-07,0.9043092223156681,0.09569077768433187
I291,1e-07,1e-07,1e-07,0.09569077768433187,0.9043092223156681
muxop3_11,1e-07,1e-07,1e-07,0.5625,0.4375
I551,1e-07,1e-07,1e-07,0.4375,0.5625
I555_1,1e-07,1e-07,1e-07,0.328125,0.671875
muxop1_11,1e-07,1e-07,1e-07,0.587890625,0.412109375
I297,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I298,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I306_1,1e-07,1e-07,1e-07,0.04646703047220124,0.9535329695277988
I1_12,1e-07,1e-07,1e-07,0.9044129850135494,0.09558701498645061
I317,1e-07,1e-07,1e-07,0.09558701498645061,0.9044129850135494
muxop3_12,1e-07,1e-07,1e-07,0.5625,0.4375
I563,1e-07,1e-07,1e-07,0.4375,0.5625
I567_1,1e-07,1e-07,1e-07,0.328125,0.671875
muxop1_12,1e-07,1e-07,1e-07,0.587890625,0.412109375
I323,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I324,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I332_1,1e-07,1e-07,1e-07,0.046416643751965414,0.9535833562480346
I1_13,1e-07,1e-07,1e-07,0.9044607761288121,0.09553922387118785
I343,1e-07,1e-07,1e-07,0.09553922387118785,0.9044607761288121
muxop3_13,1e-07,1e-07,1e-07,0.5625,0.4375
I575,1e-07,1e-07,1e-07,0.4375,0.5625
I579_1,1e-07,1e-07,1e-07,0.328125,0.671875
muxop1_13,1e-07,1e-07,1e-07,0.587890625,0.412109375
I349,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I358_1,1e-07,1e-07,1e-07,0.04639343659174622,0.9536065634082538
11608,1e-07,1e-07,1e-07,0.9999953394048029,4.66059519710349e-06
I350,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I1_14,1e-07,1e-07,1e-07,0.9044827878029946,0.09551721219700537
I369,1e-07,1e-07,1e-07,0.09551721219700537,0.9044827878029946
I588,1e-07,1e-07,1e-07,0.5,0.5
I589,1e-07,1e-07,1e-07,0.25,0.75
I591_2,1e-07,1e-07,1e-07,0.125,0.875
I600,1e-07,1e-07,1e-07,0.5,0.5
I601,1e-07,1e-07,1e-07,0.25,0.75
I603_2,1e-07,1e-07,1e-07,0.125,0.875
I779,1e-07,1e-07,1e-07,0.5,0.5
I780,1e-07,1e-07,1e-07,0.5,0.5
I781,1e-07,1e-07,1e-07,0.5,0.5
I783_1,1e-07,1e-07,1e-07,0.25,0.75
I783_2,1e-07,1e-07,1e-07,0.25,0.75
I791,1e-07,1e-07,1e-07,0.5,0.5
I792,1e-07,1e-07,1e-07,0.5,0.5
I793,1e-07,1e-07,1e-07,0.5,0.5
I795_1,1e-07,1e-07,1e-07,0.25,0.75
I795_2,1e-07,1e-07,1e-07,0.25,0.75
muxop0_14,1e-07,1e-07,1e-07,0.875,0.125
muxop0_15,1e-07,1e-07,1e-07,0.875,0.125
muxop3_14,1e-07,1e-07,1e-07,0.5625,0.4375
I587,1e-07,1e-07,1e-07,0.4375,0.5625
I591_1,1e-07,1e-07,1e-07,0.328125,0.671875
muxop1_14,1e-07,1e-07,1e-07,0.587890625,0.412109375
I375,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I376,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I384_1,1e-07,1e-07,1e-07,0.04638274781734464,0.9536172521826554
I1_15,1e-07,1e-07,1e-07,0.9044929259593789,0.09550707404062109
I395,1e-07,1e-07,1e-07,0.09550707404062109,0.9044929259593789
muxop3_15,1e-07,1e-07,1e-07,0.5625,0.4375
I599,1e-07,1e-07,1e-07,0.4375,0.5625
I603_1,1e-07,1e-07,1e-07,0.328125,0.671875
muxop1_15,1e-07,1e-07,1e-07,0.587890625,0.412109375
I401,1e-07,1e-07,1e-07,0.485595703125,0.514404296875
I410_1,1e-07,1e-07,1e-07,0.04637782477216679,0.9536221752278332
11609,1e-07,1e-07,1e-07,0.9978488690492756,0.002151130950724389
11610,1e-07,1e-07,1e-07,0.9999999999999453,1e-07
I957,1e-07,1e-07,1e-07,0.5643344990907804,0.4356655009092196
11612,1e-07,1e-07,1e-07,0.5000000000000135,0.49999999999998646
I10,1e-07,1e-07,1e-07,0.2250518798828125,0.7749481201171875
I1016,1e-07,1e-07,1e-07,0.5,0.5
I1034,1e-07,1e-07,1e-07,0.5,0.5
I1052,1e-07,1e-07,1e-07,0.5,0.5
I1070,1e-07,1e-07,1e-07,0.5,0.5
I1088,1e-07,1e-07,1e-07,0.5,0.5
I1106,1e-07,1e-07,1e-07,0.5,0.5
I1124,1e-07,1e-07,1e-07,0.5,0.5
I114,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I112,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I1142,1e-07,1e-07,1e-07,0.5,0.5
I118_1,1e-07,1e-07,1e-07,0.1392479636539069,0.8607520363460931
I118_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I118_3,1e-07,1e-07,1e-07,0.9358650496087011,0.06413495039129895
I118_4,1e-07,1e-07,1e-07,0.5356938986729167,0.4643061013270832
I140,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I138,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I144_1,1e-07,1e-07,1e-07,0.11564862226629902,0.884351377733701
I144_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I144_3,1e-07,1e-07,1e-07,0.9467344551601057,0.05326554483989436
I144_4,1e-07,1e-07,1e-07,0.5229639628367135,0.4770360371632865
I14_1,1e-07,1e-07,1e-07,0.5,0.5
I166,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I164,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I170_1,1e-07,1e-07,1e-07,0.10477921671489432,0.8952207832851057
I170_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I170_3,1e-07,1e-07,1e-07,0.9517406955928553,0.048259304407144654
I170_4,1e-07,1e-07,1e-07,0.5171007977180585,0.4828992022819415
I192,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I190,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I196_1,1e-07,1e-07,1e-07,0.09977297628214465,0.9002270237178553
I196_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I196_3,1e-07,1e-07,1e-07,0.9540464742439481,0.04595352575605193
I196_4,1e-07,1e-07,1e-07,0.5144003359364016,0.48559966406359845
I218,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I216,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I222_1,1e-07,1e-07,1e-07,0.09746719763105194,0.9025328023689481
I222_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I222_3,1e-07,1e-07,1e-07,0.9551084718166285,0.04489152818337146
I222_4,1e-07,1e-07,1e-07,0.5131565548579893,0.48684344514201067
I244,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I242,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I248_1,1e-07,1e-07,1e-07,0.09640520005837139,0.9035947999416286
I248_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I248_3,1e-07,1e-07,1e-07,0.9555976075989574,0.04440239240104265
I248_4,1e-07,1e-07,1e-07,0.5125836930676375,0.48741630693236243
I270,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I268,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I274_1,1e-07,1e-07,1e-07,0.09591606427604271,0.9040839357239573
I274_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I274_3,1e-07,1e-07,1e-07,0.9558228941906681,0.044177105809331846
I274_4,1e-07,1e-07,1e-07,0.5123198438770198,0.48768015612298027
I296,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I294,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I300_1,1e-07,1e-07,1e-07,0.09569077768433187,0.9043092223156681
I300_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I300_3,1e-07,1e-07,1e-07,0.9559266568885494,0.0440733431114506
I300_4,1e-07,1e-07,1e-07,0.5121983199831901,0.4878016800168099
I322,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I320,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I326_1,1e-07,1e-07,1e-07,0.09558701498645061,0.9044129850135494
I326_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I326_3,1e-07,1e-07,1e-07,0.9559744480038121,0.044025551996187885
I326_4,1e-07,1e-07,1e-07,0.5121423484005716,0.48785765159942845
I348,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I346,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I352_1,1e-07,1e-07,1e-07,0.09553922387118785,0.9044607761288121
I352_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I352_3,1e-07,1e-07,1e-07,0.9559964596779946,0.044003540322005416
I352_4,1e-07,1e-07,1e-07,0.5121165689594913,0.48788343104050874
I36,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I34,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I374,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I372,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I378_1,1e-07,1e-07,1e-07,0.09551721219700537,0.9044827878029946
I378_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I378_3,1e-07,1e-07,1e-07,0.9560065978343789,0.04399340216562109
I378_4,1e-07,1e-07,1e-07,0.5121046954416931,0.4878953045583069
I400,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I402,1e-07,1e-07,1e-07,0.051513671875,0.948486328125
I398,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I404_1,1e-07,1e-07,1e-07,0.09550707404062109,0.9044929259593789
I404_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I404_3,1e-07,1e-07,1e-07,0.9560112672754228,0.043988732724577186
I404_4,1e-07,1e-07,1e-07,0.5120992267263527,0.4879007732736473
I40_1,1e-07,1e-07,1e-07,0.5432692702161148,0.4567307297838852
I40_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I40_3,1e-07,1e-07,1e-07,0.7497805585076496,0.2502194414923505
I40_4,1e-07,1e-07,1e-07,0.7536307141340732,0.24636928586592682
I62,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I60,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I66_1,1e-07,1e-07,1e-07,0.30173311336735054,0.6982668866326495
I66_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I66_3,1e-07,1e-07,1e-07,0.8610274954876566,0.13897250451234341
I66_4,1e-07,1e-07,1e-07,0.6233414942653159,0.376658505734684
I8,1e-07,1e-07,1e-07,0.5778410306666046,0.42215896933339536
I14_2,1e-07,1e-07,1e-07,0.42215896933339536,0.5778410306666046
I14_3,1e-07,1e-07,1e-07,0.7110794846666977,0.2889205153333023
I14_4,1e-07,1e-07,1e-07,0.7889205153333023,0.21107948466669768
I836,1e-07,1e-07,1e-07,0.5,0.5
I837,1e-07,1e-07,1e-07,0.5,0.5
I840_1,1e-07,1e-07,1e-07,0.25,0.75
I854,1e-07,1e-07,1e-07,0.5,0.5
I855,1e-07,1e-07,1e-07,0.5,0.5
I858_1,1e-07,1e-07,1e-07,0.25,0.75
I872,1e-07,1e-07,1e-07,0.5,0.5
I88,1e-07,1e-07,1e-07,0.514404296875,0.485595703125
I86,1e-07,1e-07,1e-07,0.46058088541030884,0.5394191145896912
I890,1e-07,1e-07,1e-07,0.5,0.5
I908,1e-07,1e-07,1e-07,0.5,0.5
I926,1e-07,1e-07,1e-07,0.5,0.5
I92_1,1e-07,1e-07,1e-07,0.19048617638734344,0.8095138236126566
I92_2,1e-07,1e-07,1e-07,0.5394191145896912,0.46058088541030884
I92_3,1e-07,1e-07,1e-07,0.9122657082210931,0.0877342917789069
I92_4,1e-07,1e-07,1e-07,0.5633327700187454,0.4366672299812546
I944,1e-07,1e-07,1e-07,0.5,0.5
I962,1e-07,1e-07,1e-07,0.5,0.5
I963,1e-07,1e-07,1e-07,0.5,0.5
I966_1,1e-07,1e-07,1e-07,0.25,0.75
I980,1e-07,1e-07,1e-07,0.5,0.5
I998,1e-07,1e-07,1e-07,0.5,0.5
adderop1_0,1e-07,1e-07,1e-07,0.43901480651380986,0.5609851934861901
I835,1e-07,1e-07,1e-07,0.5609851934861901,0.43901480651380986
I840_2,1e-07,1e-07,1e-07,0.2804925967430951,0.7195074032569049
I871,1e-07,1e-07,1e-07,0.5609851934861901,0.43901480651380986
I876_2,1e-07,1e-07,1e-07,0.2804925967430951,0.7195074032569049
adderop1_1,1e-07,1e-07,1e-07,0.43494234224803574,0.5650576577519643
I853,1e-07,1e-07,1e-07,0.5650576577519643,0.43494234224803574
I858_2,1e-07,1e-07,1e-07,0.2825288288759822,0.7174711711240178
I889,1e-07,1e-07,1e-07,0.5650576577519643,0.43494234224803574
I894_2,1e-07,1e-07,1e-07,0.2825288288759822,0.7174711711240178
adderop1_10,1e-07,1e-07,1e-07,0.5103129640741557,0.4896870359258443
I1051,1e-07,1e-07,1e-07,0.4896870359258443,0.5103129640741557
I1056_2,1e-07,1e-07,1e-07,0.24484351796292214,0.7551564820370779
adderop1_11,1e-07,1e-07,1e-07,0.5103759723145376,0.4896240276854624
