Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I418,1e-07,1e-07,1e-07,0.96875,0.03125
I1103_1,1e-07,1e-07,1e-07,0.984375,0.015625
I1196_1,1e-07,1e-07,1e-07,0.9765625,0.0234375
I421,1e-07,1e-07,1e-07,0.00390625,0.99609375
I404,1e-07,1e-07,1e-07,0.998046875,0.001953125
I405,1e-07,1e-07,1e-07,0.001953125,0.998046875
I425,1e-07,1e-07,1e-07,0.0625,0.9375
I396,1e-07,1e-07,1e-07,0.96875,0.03125
I381,1e-07,1e-07,1e-07,0.015625,0.984375
I380,1e-07,1e-07,1e-07,0.984375,0.015625
I1199_2,1e-07,1e-07,1e-07,0.9921875,0.0078125
I397,1e-07,1e-07,1e-07,0.03125,0.96875
I424,1e-07,1e-07,1e-07,0.9375,0.0625
I429,1e-07,1e-07,1e-07,0.03125,0.96875
I428,1e-07,1e-07,1e-07,0.96875,0.03125
I1034_1,1e-07,1e-07,1e-07,0.9765625,0.0234375
I432,1e-07,1e-07,1e-07,0.96875,0.03125
I435,1e-07,1e-07,1e-07,0.03125,0.96875
I437,1e-07,1e-07,1e-07,0.0625,0.9375
I412,1e-07,1e-07,1e-07,0.96875,0.03125
I1160_1,1e-07,1e-07,1e-07,0.984375,0.015625
I442,1e-07,1e-07,1e-07,0.935546875,0.064453125
I453,1e-07,1e-07,1e-07,0.046875,0.953125
I452,1e-07,1e-07,1e-07,0.953125,0.046875
I1166_2,1e-07,1e-07,1e-07,0.9765625,0.0234375
I455,1e-07,1e-07,1e-07,0.125,0.875
I457,1e-07,1e-07,1e-07,0.125,0.875
I467,1e-07,1e-07,1e-07,0.03125,0.96875
I1132_2,1e-07,1e-07,1e-07,0.015625,0.984375
I470,1e-07,1e-07,1e-07,0.96484375,0.03515625
I473,1e-07,1e-07,1e-07,0.25,0.75
I336,1e-07,1e-07,1e-07,0.5625,0.4375
I1037_1,1e-07,1e-07,1e-07,0.28125,0.71875
I482,1e-07,1e-07,1e-07,0.9375,0.0625
I343,1e-07,1e-07,1e-07,0.0009765625,0.9990234375
I342,1e-07,1e-07,1e-07,0.9990234375,0.0009765625
I489,1e-07,1e-07,1e-07,0.0625,0.9375
I491,1e-07,1e-07,1e-07,0.0625,0.9375
I494,1e-07,1e-07,1e-07,0.75,0.25
I497,1e-07,1e-07,1e-07,0.765625,0.234375
I1044_1,1e-07,1e-07,1e-07,0.94140625,0.05859375
I498,1e-07,1e-07,1e-07,0.875,0.125
I500,1e-07,1e-07,1e-07,0.9765625,0.0234375
I514,1e-07,1e-07,1e-07,0.75,0.25
I315,1e-07,1e-07,1e-07,0.625,0.375
I439,1e-07,1e-07,1e-07,0.125,0.875
I519,1e-07,1e-07,1e-07,0.25,0.75
I521,1e-07,1e-07,1e-07,0.25,0.75
I1193_1,1e-07,1e-07,1e-07,0.953125,0.046875
I414,1e-07,1e-07,1e-07,0.9921875,0.0078125
I1170_1,1e-07,1e-07,1e-07,0.994140625,0.005859375
I415,1e-07,1e-07,1e-07,0.0078125,0.9921875
I1113_1,1e-07,1e-07,1e-07,0.00390625,0.99609375
I13,1e-07,1e-07,1e-07,0.9921875,0.0078125
I523,1e-07,1e-07,1e-07,0.25,0.75
I529,1e-07,1e-07,1e-07,0.908203125,0.091796875
I1166_1,1e-07,1e-07,1e-07,0.93115234375,0.06884765625
I531,1e-07,1e-07,1e-07,0.908203125,0.091796875
I1163_1,1e-07,1e-07,1e-07,0.93115234375,0.06884765625
I532,1e-07,1e-07,1e-07,0.875,0.125
I359,1e-07,1e-07,1e-07,0.001953125,0.998046875
I358,1e-07,1e-07,1e-07,0.998046875,0.001953125
I1056_1,1e-07,1e-07,1e-07,0.9990234375,0.0009765625
I407,1e-07,1e-07,1e-07,0.00390625,0.99609375
I362,1e-07,1e-07,1e-07,0.998046875,0.001953125
I363,1e-07,1e-07,1e-07,0.001953125,0.998046875
I348,1e-07,1e-07,1e-07,0.998779296875,0.001220703125
I384,1e-07,1e-07,1e-07,0.9993896484375,0.0006103515625
I1100_1,1e-07,1e-07,1e-07,0.99969482421875,0.00030517578125
I447,1e-07,1e-07,1e-07,0.0009765625,0.9990234375
I446,1e-07,1e-07,1e-07,0.9990234375,0.0009765625
I517,1e-07,1e-07,1e-07,0.0009765625,0.9990234375
I537,1e-07,1e-07,1e-07,0.25,0.75
I1151_1,1e-07,1e-07,1e-07,0.00048828125,0.99951171875
I545,1e-07,1e-07,1e-07,0.0009765625,0.9990234375
I476,1e-07,1e-07,1e-07,0.999755859375,0.000244140625
I477,1e-07,1e-07,1e-07,0.000244140625,0.999755859375
I547,1e-07,1e-07,1e-07,0.00048828125,0.99951171875
I1213_1,1e-07,1e-07,1e-07,0.00042724609375,0.99957275390625
I551,1e-07,1e-07,1e-07,0.0322265625,0.9677734375
I553,1e-07,1e-07,1e-07,0.01171875,0.98828125
I552,1e-07,1e-07,1e-07,0.98828125,0.01171875
I559,1e-07,1e-07,1e-07,0.053955078125,0.946044921875
I1121_2,1e-07,1e-07,1e-07,0.0269775390625,0.9730224609375
I561,1e-07,1e-07,1e-07,0.053955078125,0.946044921875
I1125_1,1e-07,1e-07,1e-07,0.0269775390625,0.9730224609375
I562,1e-07,1e-07,1e-07,0.62890625,0.37109375
I567,1e-07,1e-07,1e-07,0.124786376953125,0.875213623046875
I566,1e-07,1e-07,1e-07,0.875213623046875,0.124786376953125
I1176_1,1e-07,1e-07,1e-07,0.9376068115234375,0.0623931884765625
I573,1e-07,1e-07,1e-07,0.9980478286743164,0.0019521713256835938
I1140_1,1e-07,1e-07,1e-07,0.9990239143371582,0.0009760856628417969
I575,1e-07,1e-07,1e-07,0.25,0.75
I579,1e-07,1e-07,1e-07,0.0019521713256835938,0.9980478286743164
I1207_1,1e-07,1e-07,1e-07,0.00048804283142089844,0.9995119571685791
I580,1e-07,1e-07,1e-07,0.9921875,0.0078125
I582,1e-07,1e-07,1e-07,0.9993896484375,0.0006103515625
I1094_1,1e-07,1e-07,1e-07,0.99969482421875,0.00030517578125
I587,1e-07,1e-07,1e-07,0.375,0.625
I589,1e-07,1e-07,1e-07,0.03125,0.96875
I1121_1,1e-07,1e-07,1e-07,0.015625,0.984375
I590,1e-07,1e-07,1e-07,0.9921875,0.0078125
I1136_1,1e-07,1e-07,1e-07,0.99609375,0.00390625
I593,1e-07,1e-07,1e-07,0.015625,0.984375
I595,1e-07,1e-07,1e-07,0.25,0.75
I1132_1,1e-07,1e-07,1e-07,0.00390625,0.99609375
I596,1e-07,1e-07,1e-07,0.997802734375,0.002197265625
I1143_2,1e-07,1e-07,1e-07,0.9989013671875,0.0010986328125
I599,1e-07,1e-07,1e-07,0.00048828125,0.99951171875
I1157_1,1e-07,1e-07,1e-07,0.000244140625,0.999755859375
I600,1e-07,1e-07,1e-07,0.9993896484375,0.0006103515625
I1176_2,1e-07,1e-07,1e-07,0.99969482421875,0.00030517578125
I610,1e-07,1e-07,1e-07,0.75,0.25
I612,1e-07,1e-07,1e-07,0.75,0.25
I614,1e-07,1e-07,1e-07,0.9375,0.0625
I624,1e-07,1e-07,1e-07,0.875,0.125
I625,1e-07,1e-07,1e-07,0.125,0.875
I659,1e-07,1e-07,1e-07,0.04638671875,0.95361328125
I669,1e-07,1e-07,1e-07,0.001281440258026123,0.9987185597419739
I671,1e-07,1e-07,1e-07,0.0233154296875,0.9766845703125
I673,1e-07,1e-07,1e-07,0.011688232421875,0.988311767578125
I14,1e-07,1e-07,1e-07,0.9652688540518284,0.034731145948171616
I675,1e-07,1e-07,1e-07,0.0690765380859375,0.9309234619140625
I676,1e-07,1e-07,1e-07,0.9951210021972656,0.004878997802734375
I684,1e-07,1e-07,1e-07,0.9578189849853516,0.04218101501464844
I686,1e-07,1e-07,1e-07,0.9122085571289062,0.08779144287109375
I297,1e-07,1e-07,1e-07,0.15357340928721896,0.846426590712781
I20,1e-07,1e-07,1e-07,0.846426590712781,0.15357340928721896
I690,1e-07,1e-07,1e-07,0.98052978515625,0.01947021484375
I691,1e-07,1e-07,1e-07,0.01947021484375,0.98052978515625
I693,1e-07,1e-07,1e-07,0.0350341796875,0.9649658203125
I21,1e-07,1e-07,1e-07,0.880977859367249,0.11902214063275096
I697,1e-07,1e-07,1e-07,0.0015858414699323475,0.9984141585300677
I704,1e-07,1e-07,1e-07,0.9985356330871582,0.0014643669128417969
I711,1e-07,1e-07,1e-07,0.0848388671875,0.9151611328125
I713,1e-07,1e-07,1e-07,0.10158348083496094,0.8984165191650391
I715,1e-07,1e-07,1e-07,0.09067153930664062,0.9093284606933594
I717,1e-07,1e-07,1e-07,0.021392822265625,0.978607177734375
I719,1e-07,1e-07,1e-07,0.0386962890625,0.9613037109375
I721,1e-07,1e-07,1e-07,0.06267932336777449,0.9373206766322255
I725,1e-07,1e-07,1e-07,0.04638671875,0.95361328125
I729,1e-07,1e-07,1e-07,0.05023193359375,0.94976806640625
I733,1e-07,1e-07,1e-07,0.0478057861328125,0.9521942138671875
I735,1e-07,1e-07,1e-07,0.034881591796875,0.965118408203125
I740,1e-07,1e-07,1e-07,0.999267935694661,0.0007320643053390086
I744,1e-07,1e-07,1e-07,0.9878590106964111,0.012140989303588867
I768,1e-07,1e-07,1e-07,0.9407387115061283,0.05926128849387169
I769,1e-07,1e-07,1e-07,0.05926128849387169,0.9407387115061283
I770,1e-07,1e-07,1e-07,0.816955710433831,0.18304428956616903
I771,1e-07,1e-07,1e-07,0.18304428956616903,0.816955710433831
I789_1,1e-07,1e-07,1e-07,0.99609375,0.00390625
I796_1,1e-07,1e-07,1e-07,0.0078125,0.9921875
I15,1e-07,1e-07,1e-07,0.9236506223678589,0.07634937763214111
I810_1,1e-07,1e-07,1e-07,0.9992752075195312,0.00072479248046875
I814_1,1e-07,1e-07,1e-07,0.00048828125,0.99951171875
I829_1,1e-07,1e-07,1e-07,0.0001220703125,0.9998779296875
I834_1,1e-07,1e-07,1e-07,0.125,0.875
I318,1e-07,1e-07,1e-07,0.4375,0.5625
I449,1e-07,1e-07,1e-07,0.017578125,0.982421875
I1216_1,1e-07,1e-07,1e-07,0.00439453125,0.99560546875
I540,1e-07,1e-07,1e-07,0.99560546875,0.00439453125
I577,1e-07,1e-07,1e-07,0.017578125,0.982421875
I1203_2,1e-07,1e-07,1e-07,0.00439453125,0.99560546875
I474,1e-07,1e-07,1e-07,0.99560546875,0.00439453125
I475,1e-07,1e-07,1e-07,0.00439453125,0.99560546875
I665,1e-07,1e-07,1e-07,0.004698365926742554,0.9953016340732574
I731,1e-07,1e-07,1e-07,0.008769750595092773,0.9912302494049072
I840_1,1e-07,1e-07,1e-07,0.75,0.25
I840_2,1e-07,1e-07,1e-07,0.75,0.25
I325,1e-07,1e-07,1e-07,0.4375,0.5625
I1025_1,1e-07,1e-07,1e-07,0.71875,0.28125
I350,1e-07,1e-07,1e-07,0.9998931884765625,0.0001068115234375
I351,1e-07,1e-07,1e-07,0.0001068115234375,0.9998931884765625
I555,1e-07,1e-07,1e-07,0.73046875,0.26953125
I554,1e-07,1e-07,1e-07,0.26953125,0.73046875
I1180_2,1e-07,1e-07,1e-07,0.9991083145141602,0.0008916854858398438
I708,1e-07,1e-07,1e-07,0.9996490739285946,0.00035092607140541077
I723,1e-07,1e-07,1e-07,0.00869721919298172,0.9913027808070183
I850_1,1e-07,1e-07,1e-07,0.9375,0.0625
I850_2,1e-07,1e-07,1e-07,0.96875,0.03125
I333,1e-07,1e-07,1e-07,0.091796875,0.908203125
I634,1e-07,1e-07,1e-07,0.9541015625,0.0458984375
I403,1e-07,1e-07,1e-07,0.00035858154296875,0.9996414184570312
I700,1e-07,1e-07,1e-07,0.9995346452342346,0.00046535476576536894
I300,1e-07,1e-07,1e-07,0.001189809960599142,0.9988101900394009
I23,1e-07,1e-07,1e-07,0.9988101900394009,0.001189809960599142
I706,1e-07,1e-07,1e-07,0.9957365691661835,0.004263430833816528
I303,1e-07,1e-07,1e-07,0.004612860756188719,0.9953871392438113
I26,1e-07,1e-07,1e-07,0.9953871392438113,0.004612860756188719
I857_1,1e-07,1e-07,1e-07,0.125,0.875
I338,1e-07,1e-07,1e-07,0.765625,0.234375
I1199_1,1e-07,1e-07,1e-07,0.999542236328125,0.000457763671875
I339,1e-07,1e-07,1e-07,0.234375,0.765625
I1210_1,1e-07,1e-07,1e-07,0.00091552734375,0.99908447265625
I737,1e-07,1e-07,1e-07,0.008266687393188477,0.9917333126068115
I742,1e-07,1e-07,1e-07,0.9668874144554138,0.03311258554458618
I778,1e-07,1e-07,1e-07,0.9571400760250981,0.0428599239749019
I779,1e-07,1e-07,1e-07,0.0428599239749019,0.9571400760250981
I861_1,1e-07,1e-07,1e-07,0.0625,0.9375
I861_2,1e-07,1e-07,1e-07,0.0625,0.9375
I340,1e-07,1e-07,1e-07,0.87890625,0.12109375
I341,1e-07,1e-07,1e-07,0.12109375,0.87890625
I408,1e-07,1e-07,1e-07,0.999053955078125,0.000946044921875
I294,1e-07,1e-07,1e-07,0.014550748388869827,0.9854492516111302
I17,1e-07,1e-07,1e-07,0.9854492516111302,0.014550748388869827
I695,1e-07,1e-07,1e-07,0.0019216835498809814,0.998078316450119
I873_1,1e-07,1e-07,1e-07,0.75,0.25
I353,1e-07,1e-07,1e-07,0.4375,0.5625
I1143_1,1e-07,1e-07,1e-07,0.9989013671875,0.0010986328125
I585,1e-07,1e-07,1e-07,0.00439453125,0.99560546875
I1091_1,1e-07,1e-07,1e-07,0.00164794921875,0.99835205078125
I662,1e-07,1e-07,1e-07,0.9973770976066589,0.0026229023933410645
I663,1e-07,1e-07,1e-07,0.0026229023933410645,0.9973770976066589
I699,1e-07,1e-07,1e-07,0.0021960586309432983,0.9978039413690567
I750,1e-07,1e-07,1e-07,0.9926910550351504,0.007308944964849573
I287,1e-07,1e-07,1e-07,0.011186644398580636,0.9888133556014194
I881_1,1e-07,1e-07,1e-07,0.25,0.75
I881_2,1e-07,1e-07,1e-07,0.375,0.625
I360,1e-07,1e-07,1e-07,0.46875,0.53125
I892_1,1e-07,1e-07,1e-07,0.125,0.875
I892_2,1e-07,1e-07,1e-07,0.0625,0.9375
I372,1e-07,1e-07,1e-07,0.8203125,0.1796875
I481,1e-07,1e-07,1e-07,0.0224609375,0.9775390625
I22,1e-07,1e-07,1e-07,0.9719740888991386,0.02802591110086139
I896_1,1e-07,1e-07,1e-07,0.28125,0.71875
I374,1e-07,1e-07,1e-07,0.62890625,0.37109375
I445,1e-07,1e-07,1e-07,0.04638671875,0.95361328125
I444,1e-07,1e-07,1e-07,0.95361328125,0.04638671875
I565,1e-07,1e-07,1e-07,0.053836822509765625,0.9461631774902344
I1148_1,1e-07,1e-07,1e-07,0.026918411254882812,0.9730815887451172
I680,1e-07,1e-07,1e-07,0.9387130737304688,0.06128692626953125
I295,1e-07,1e-07,1e-07,0.13280478480737656,0.8671952151926234
I18,1e-07,1e-07,1e-07,0.8671952151926234,0.13280478480737656
I702,1e-07,1e-07,1e-07,0.9512252639979124,0.04877473600208759
I767,1e-07,1e-07,1e-07,0.05016767880534534,0.9498323211946547
I25,1e-07,1e-07,1e-07,0.9493685358815713,0.05063146411842867
I910_1,1e-07,1e-07,1e-07,0.734375,0.265625
I391,1e-07,1e-07,1e-07,0.6328125,0.3671875
I390,1e-07,1e-07,1e-07,0.3671875,0.6328125
I963_1,1e-07,1e-07,1e-07,0.4375,0.5625
I463,1e-07,1e-07,1e-07,0.83935546875,0.16064453125
I1203_1,1e-07,1e-07,1e-07,0.052459716796875,0.947540283203125
I738,1e-07,1e-07,1e-07,0.943376287817955,0.05662371218204498
I777,1e-07,1e-07,1e-07,0.05731432428885974,0.9426856757111403
I966_1,1e-07,1e-07,1e-07,0.4375,0.5625
I465,1e-07,1e-07,1e-07,0.83935546875,0.16064453125
I1216_2,1e-07,1e-07,1e-07,0.052459716796875,0.947540283203125
I746,1e-07,1e-07,1e-07,0.943376287817955,0.05662371218204498
I311,1e-07,1e-07,1e-07,0.09893560592501316,0.9010643940749868
